filmtv_id,title,year,genre,duration,country,director,actors,avg_vote,votes,description,notes
1094,In the Cold of the Night,1990,Thriller,112,United States,Nico Mastorakis,"Jeff Lester, David Soul, Tippi Hedren",5.3,4,,
1095,Maximum Overdrive,1986,Horror,100,United States,Stephen King,"Emilio Estevez, Pat Hingle, Laura Harrington, Christopher Murney",6,61,,
1096,Body Heat,1981,Thriller,113,United States,Lawrence Kasdan,"William Hurt, Kathleen Turner, Richard Crenna, Mickey Rourke",7.8,94,,
1097,Summer Heat,1987,Drama,78,United States,Mickie Gleason,"Lori Singer, Anthony Edwards, Bruce Abbott, Kathy Bates",6,1,,
1098,Play Misty for Me,1971,Thriller,98,United States,Clint Eastwood,"Clint Eastwood, Jessica Walter, Donna Mills, John Larch, Jack Ging",7.6,112,,
1099,Give My Regards to Broad Street,1984,Musical,108,Great Britain,Peter Webb,"Paul McCartney, Ringo Starr",4,2,,
1100,Broadway Danny Rose,1984,Comedy,81,United States,Woody Allen,"Woody Allen, Mia Farrow, Nick Apollo Forte",7.6,169,,
1101,Bronco Billy,1980,Comedy,119,United States,Clint Eastwood,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, Scatman Crothers",6.9,68,,
1102,The Brood,1979,Horror,92,United States,David Cronenberg,"Oliver Reed, Samantha Eggar, Art Hindle, Cindy Hinds",7.7,164,,
1103,Brubaker,1980,Drama,130,United States,Stuart Rosenberg,"Robert Redford, Yaphet Kotto, Jane Alexander, Murray Hamilton",7.7,122,,
1104,Bruciati da cocente passione,1976,Comedy,104,Italy,Giorgio Capitani,"Jane Birkin, Aldo Maccione, Cochi Ponzoni, Catherine Spaak, Daniele Formica",5,17,,
1105,Ceiling Zero,1936,Drama,95,United States,Howard Hawks,"James Cagney, Pat O'Brien, June Travis",6.9,6,,
1106,The Bad and the Beautiful,1952,Drama,118,United States,Vincente Minnelli,"Lana Turner, Kirk Douglas, Walter Pidgeon, Dick Powell, Gloria Grahame",7.8,51,,
1107,Bubù,1970,Drama,99,Italy,Mauro Bolognini,"Massimo Ranieri, Ottavia Piccolo, Antonio Falsi, Gigi Proietti",5.6,27,,
1108,The Buccaneer,1958,Adventure,121,United States,Anthony Quinn,"Yul Brynner, Charlton Heston, Claire Bloom, Charles Boyer",6.2,12,,
1109,"Bucarest, stazione Nord",,Documentary,90,,Gilles Corre,,6,1,"At the Northern station of Bucharest, children and youngsters flock daily, escaping from their families or from the institutions where they were staying. They come here with the mirage of international trains; their hope is to find, in the great comings and goings of passengers, someone who gives them something to survive. Documentary testimony to the bitter childhood reality that the fall of a regime has left behind, in the chaos not only political of these years of transition.",
1110,Peau de banane,1963,Comedy,105,France,Marcel Ophüls,"Jeanne Moreau, Jean-Paul Belmondo, Claude Brasseur",5.4,8,,
1111,Buck - Ai confini del cielo,1991,Adventure,91,Italy,Anthony Richmond (Tonino Ricci),"John Savage, David Hesse, Mino Sferra, Jennifer Young",4.8,3,,
1112,The Mortal Storm,1940,Drama,100,United States,Frank Borzage,"James Stewart, Margaret Sullavan, Robert Young",7,11,,
1113,Bufere,1952,Mélo,90,Italy,Guido Brignone,"Jean Gabin, Silvana Pampanini, Carla Del Poggio, Serge Reggiani",6,10,,
1114,Buffet froid,1979,Comedy,95,France,Bertrand Blier,"Gérard Depardieu, Bernard Blier, Jean Carmet, Geneviève Page",7,6,,
1115,Bug,1975,Fantasy,101,United States,Jeannot Szwarc,"Bradford Dillman, Joanna Miles, Richard Gillian",4.9,13,,
1116,Real Life,1983,Comedy,98,Great Britain,Francis Megahy,"Rupert Everett, Christina Raines",5,2,,
1117,Bugie bianche,1979,Drama,96,Italy,Stefano Rolla,"Ronnie Valente, Max Von Sydow, Virna Lisi",5,2,,
1118,Bugs Bunny Superstar,1975,Animation,91,United States,Larry Jackson,,7.8,5,,
1119,To Kill a Mockingbird,1962,Drama,129,United States,Robert Mulligan,"Gregory Peck, Mary Badham, Philip Alford, John Megna, Brock Peters",8.4,246,,
1120,Near Dark,1987,Horror,95,United States,Kathryn Bigelow,"Bill Paxton, Adrian Pasdar, Jenny Wright, Lance Henriksen, Jenette Goldstein",7.3,91,,
1121,Bull Durham,1988,Comedy,109,United States,Ron Shelton,"Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson",6.9,57,,
1122,Bulldog Drummond in Africa,1938,Thriller,60,United States,Louis King,"John Howard, H. B. Warner, Heather Angel, Anthony Quinn",6,1,,
1123,Grandview U.S.A.,1984,Drama,97,United States,Randal Kleiser,"Jamie Lee Curtis, Patrick Swayze, C. Thomas Howell, Troy Donahue",7.3,3,,
1124,The Blockhouse,1973,Drama,90,Great Britain,Clive Rees,"Peter Sellers, Charles Aznavour, Per Oscarsson, Peter Vaughan",6,2,,
1125,"Buon giorno, elefante!",1952,Comedy,91,Italy,Gianni Franciolini,"Vittorio De Sica, Maria Mercader, Sabu, Nando Bruno",6.3,13,,
1126,Good Sam,1948,Comedy,114,United States,Leo McCarey,"Gary Cooper, Ann Sheridan",5.8,5,,
1127,Buona come il pane,1982,Comedy,85,Italy,Riccardo Sesani,"Carmen Russo, Saverio Marconi, Ada Pometti, Gianfranco Barra",2.7,5,,
1128,Rush Week,1990,Horror,96,United States,Bob Bralver,"Dean Hamilton, Pamela Ludwig, Gregg Allman, Courtney Gebhart",4,1,,
1129,Buona Sera Mrs. Campbell,1968,Comedy,113,United States,Melvin Frank,"Gina Lollobrigida, Telly Savalas, Shelley Winters",6.6,11,,
1130,Buone notizie,1979,Drama,105,Italy,Elio Petri,"Giancarlo Giannini, Angela Molina, Aurore Clément",5.9,26,,
1131,Born Beautiful,1982,Comedy,120,United States,Harvey Hart,"Erin Gray, Lori Singer, Ed Marinaro, Polly Bergen, Ellen Barber",6,1,,
1132,Buongiorno Madrid,1943,Romantic,92,Italy,Gian Maria Cominetti,"Maria Mercader, Roberto Rey, Anita Farra, Giovanni Grasso",4,1,,
1133,"Il buono, il brutto e il cattivo",1967,Western,182,Italy,Sergio Leone,"Clint Eastwood, Lee Van Cleef, Eli Wallach, Rada Rassimov, Aldo Giuffré, Enzo Petito, Luigi Pistilli, Claudio Scarchilli, John Bartha",8.9,690,,
1134,Il burbero,1986,Comedy,104,Italy,Castellano & Pipolo,"Adriano Celentano, Debra Feuer, Jean Sorel, Angela Finocchiaro",5.1,93,,
1135,The 'burbs,1989,Comedy,103,United States,Joe Dante,"Tom Hanks, Bruce Dern, Carrie Fisher, Rick Ducommun, Corey Feldman, Wendy Schaal, Henry Gibson, Gale Gordon",6.8,67,,
1136,Burro,1989,Comedy,90,Italy,José Maria Sanchez,"Renato Pozzetto, Elena Sofia Ricci, Pierre Malet, Romina Lari",4.7,10,,
1138,Shore of Bushido,1990,Action,95,United States,Adrian Carr,"Richard Norton, Rochelle Asmana",4,1,,
1139,Butch Cassidy and the Sundance Kid,1968,Western,100,United States,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Donnelly Rhodes",7.8,185,,
1140,You're a Big Boy Now,1966,Comedy,96,United States,Francis Ford Coppola,"Peter Kastner, Elizabeth Hartman, Geraldine Page, Rip Torn, Karen Black",6.5,32,,
1141,Butterfly,1981,Drama,108,United States,Matt Cimber,"Stacy Keach, Pia Zadora, Orson Welles, Stuart Whitman",3,3,,
1142,Bye Bye Baby,1988,Comedy,95,Italy,Enrico Oldoini,"Luca Barbareschi, Carol Alt, Brigitte Nielsen, Jason Connery",2.7,8,,
1143,The Acorn People,1981,Drama,100,United States,Joan Tewkesbury,"Ted Bessel, Lee Var Burton, Cloris Leachman",8,1,,
1144,Room for One More,1952,Comedy,95,United States,Norman Taurog,"Cary Grant, Betsy Drake, Lurene Tuttle, Randy Stuart",6.2,4,,
1145,C'è posto per tutti,1989,Comedy,90,Italy,Gianfranco Planta,"Elvira Giannini, Tano Cimarosa, Luigi Laezza, Tatti Sanguineti",4,1,,
1146,C'è Sartana... vendi la pistola e comprati la bara!,1970,Western,92,Italy,Anthony Ascot (Giuliano Carnimeo),"George Hilton, Charles Southwood, Erika Blanc, Piero Lulli",5.2,8,,
1147,There's Always a Thursday,1956,Comedy,59,Great Britain,Charles Saunders,"Charles Victor, Frances Day, Marjorie Rhodes",6,1,,
1148,C'è un fantasma nel mio letto,1980,Comedy,94,Italy,Claudio De Molinis,"Lilli Carati, Renzo Montagnani, Vincenzo Crocitti, Luciana Turina",4.2,13,,
1149,Kiss Me Goodbye,1982,Comedy,98,United States,Robert Mulligan,"Sally Field, James Caan, Jeff Bridges",7,10,,
1150,C'era un castello con quaranta cani,1989,Comedy,98,Italy,Duccio Tessari,"Peter Ustinov, Roberto Alpi, Salvatore Cascio, Delphine Forrest",4.9,14,,
1151,C'era una volta il West,1969,Western,178,Italy,Sergio Leone,"Claudia Cardinale, Charles Bronson, Henry Fonda, Jason Robards",8.5,493,,
1152,Once Upon a Time in America,1984,Drama,220,United States,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Tuesday Weld, Treat Williams, Joe Pesci, Danny Aiello, Burt Young, Richard Bright, William Forsythe, Darianne Fluegel, Jennifer Connelly",9,813,,
1153,Il était une fois un flic,1971,Comedy,97,France,Georges Lautner,"Michel Constantin, Mireille Darc, Hervé Hillien",7,20,,
1154,Saps at Sea,1940,Comedy,57,United States,Gordon Douglas,"Stan Laurel, Oliver Hardy, Ben Turpin, James Finlayson, Richard Cramer, Ernie Alexander",7.1,41,,
1156,52 Pick-up,1986,Thriller,105,United States,John Frankenheimer,"Roy Scheider, Ann-Margret, Vanity, John Glover, Clarence Williams III",6.6,36,,
1157,55 Days at Peking,1963,Drama,145,United States,Nicholas Ray,"Charlton Heston, Ava Gardner, David Niven, Flora Robson",6.9,43,,
1158,Die Hard 2,1990,Action,124,United States,Renny Harlin,"Bruce Willis, Bonnie Bedelia, Franco Nero, William Sadler",6.7,176,,
1159,Ça ira - Il fiume della rivolta,1965,Documentary,94,Italy,Tinto Brass,Attori non professionisti,6.4,13,,
1160,Nightbreed,1990,Horror,93,Great Britain,Clive Barker,"Craig Sheffer, Anne Bobby, David Cronenberg",7.1,95,,
1161,Caboblanco,1979,Adventure,100,"Great Britain, United States",J. Lee Thompson,"Charles Bronson, Fernando Rey, Dominique Sanda",5.7,20,,
1162,The Hunt for Red October,1990,Thriller,135,United States,John McTiernan,"Sean Connery, Scott Glenn, Alec Baldwin, Joss Ackland, Tim Curry",7,197,,
1163,The Secret Place,1956,Thriller,98,Great Britain,Clive Donner,"Belinda Lee, Ronald Lewis, Michael Brooke, George A. Cooper",6,1,,
1164,To Catch a Thief,1954,Thriller,97,United States,Alfred Hitchcock,"Cary Grant, Grace Kelly, Jessie Royce Landis, Charles Vanel, John Williams, Brigitte Auber, Jean Martinelli, Georgette Anys, René Blancard, Roland Lesaffre",7.5,280,,
1165,Caccia al marito,1960,Comedy,100,Italy,Marino Girolami,"Sandra Mondaini, Ennio Girolami, Lorella De Luca, Valeria Fabrizi",4.4,12,,
1166,La chasse à l'homme,1964,Comedy,100,"France, Italy",Edouard Molinaro,"Jean-Paul Belmondo, Jean-Claude Brialy, Claude Rich, Françoise Dorléac",5.1,6,,
1167,To Catch a King,1984,Adventure,113,United States,Clive Donner,"Robert Wagner, Teri Garr, Horst Janson, John Standing",5.3,3,,
1168,To Catch a Killer,1991,Crime,95,United States,Eric Till,"Brian Dennehy, Michael Riley, Margot Kidder",6,1,,
1169,A Small Town in Texas,1976,Drama,95,United States,Jack Starrett,"Timothy Bottoms, Susan George, Bo Hopkins",4,1,,
1170,The Beasts Are on the Streets,1978,Drama,120,United States,Peter R. Hunt,"Carol Lynley, Dale Robinette, Billy Green Bush",6,1,,
1171,Zwei Herzen und ein Thron,1955,Comedy,90,Austria,Hans Schott-Schöbinger,"Elma Karlowa, Hans von Borsody",4,1,,
1172,The Chase,1966,Drama,123,United States,Arthur Penn,"Marlon Brando, Robert Redford, Jane Fonda, Angie Dickinson, Miriam Hopkins",8.2,72,,
1173,Death Hunt,1981,Adventure,92,United States,Peter R. Hunt,"Charles Bronson, Lee Marvin, Angie Dickinson, Carl Weathers",7.2,36,,
1174,Caccia tragica,1946,Drama,80,Italy,Giuseppe De Santis,"Vivi Gioi, Andrea Checchi, Carla Del Poggio, Massimo Girotti",7.8,18,,
1175,Schloss Hubertus,1973,Drama,89,Germany,Harald Reinl,"Karlheinz Böhm, Robert Hoffman, Karl Lange",4,1,,
1176,Il cacciatore di squali,1979,Adventure,97,"Italy, Spain",Enzo G. Castellari,"Franco Nero, Werner Pochath, Mark Forest, Mirta Miler, Eduardo Fajardo",5,20,,
1178,I cacciatori del cobra d'oro,1982,Adventure,92,Italy,Antonio Margheriti,"David Warbeck, John Steiner, Luciano Pigozzi, Almanta Suska",5.6,11,,
1180,Those Calloways,1963,Comedy,118,United States,Norman Tokar,"Brian Keith, Vera Miles, Walter Brennan, Linda Evans",5.5,9,,
1181,The Trackers,1971,Western,90,United States,Earl Bellamy,"Sammy Davis jr., Ernest Borgnine, Julie Adams, Connie Kreski",6,2,,
1182,Jake Speed,1986,Action,100,United States,Andrew Lane,"Wayne Crawford, Dennis Christopher, Karen Kopins, John Hurt",8,1,,
1183,Qui?,1970,Thriller,74,"France, Italy",Leonard Keigel,"Romy Schneider, Gabriele Tinti, Maurice Ronet, Simone Bach, Jacques Duby, Jean-Jacques Bourgeous, Anne-Marie Coffinet",4.7,15,,
1184,La main à couper,1974,Thriller,95,France,Etienne Perier,Lea Massari,6,1,,
1185,Cadavere per signora,1964,Comedy,90,Italy,Mario Mattòli,"Sylva Koscina, Sergio Fantoni, Scilla Gabel, Rosalba Neri",4.5,8,,
1186,Wise Guys,1987,Comedy,117,United States,Brian De Palma,"Danny DeVito, Joe Piscopo, Harvey Keitel, Ray Sharkey",6.5,69,,
1187,Cadillac Man,1990,Comedy,97,United States,Roger Donaldson,"Robin Williams, Tim Robbins, Pamela Reed, Fran Drescher, Annabella Sciorra, Zack Norman, Lori Petty, Judith Hoag",5.7,37,,
1188,The Solid Gold Cadillac,1956,Comedy,99,United States,Richard Quine,"Judy Holliday, Paul Douglas",7.4,12,,
1190,Padenie Berlina,1949,Drama,165,Soviet Union,Mikhail E. Tciaoureli,"Mikheil Gelovani, V. Savel'ev, Boris Andreiev, Marina Kovaleva, Oleg Frvelich",6.3,8,,
1192,Café Express,1980,Comedy,100,Italy,Nanni Loy,"Nino Manfredi, Vittorio Caprioli, Adolfo Celi, Vittorio Mezzogiorno, Silvio Spaccesi, Tano Cimarosa",7.3,120,,
1193,La cagna,1972,Comedy,90,"France, Italy",Marco Ferreri,"Marcello Mastroianni, Catherine Deneuve, Corinne Marchand, Michel Piccoli",7,72,,
1194,Il caimano del Piave,1950,Drama,100,Italy,Giorgio Bianchi,"Milly Vitale, Gino Cervi, Frank Latimore",5.5,3,,
1195,Calafuria,1942,Drama,75,Italy,Flavio Calzavara,"Doris Duranti, Gustav Diessl, Aldo Silvani, Rubi Dalma, Olga Solbelli",5.3,3,,
1196,La Calandria,1973,Comedy,103,Italy,Pasquale Festa Campanile,"Lando Buzzanca, Barbara Bouchet, Salvo Randone, Agostina Belli",4.6,11,,
1197,Struggle from Rome,1971,Adventure,89,"Italy, Germany",Robert Siodmak,"Laurence Harvey, Orson Welles, Sylva Koscina, Honor Blackman",5.1,10,,
1198,White Palace,1990,Drama,103,United States,Luis Mandoki,"Susan Sarandon, James Spader, Jason Alexander, Kathy Bates",7,42,,
1199,Tropical Heat,1993,Thriller,96,United States,Jag Mundhra,"Rick Rossovich, Maryam D'Abo, Lee Anne Beaman, Ashok Rao",4,1,,
1200,Les amours de Lady Hamilton,1967,Drama,104,"Italy, France, United States, Germany",Christian-Jaque,"Michèle Mercier, Richard Johnson, John Mills, Harald Leipnitz",3.5,3,,
1201,Caldo soffocante,1990,Drama,101,Italy,Giovanna Gagliardo,"Christine Boisson, Ennio Fantastichini, Gabriele Ferzetti, Laura Betti",4.2,12,,
1202,Thunderbolt and Lightfoot,1974,Crime,115,United States,Michael Cimino,"Clint Eastwood, Jeff Bridges, George Kennedy, Geoffrey Lewis",7.4,172,,
1203,La califfa,1970,Drama,99,Italy,Alberto Bevilacqua,"Ugo Tognazzi, Romy Schneider, Marina Berti, Massimo Serato, Roberto Bisacco, Enzo Fiermonte",5.7,26,,
1204,California,1977,Western,105,Italy,Michele Lupo,"Giuliano Gemma, Miguel Bosé, Paola Bosé, William Berger, Raimund Harmstorf",6,26,,
1205,California Casanova,1989,Comedy,90,United States,Nat Christian,"Tyrone Power jr., Audrey Landers, Jerry Orbach",4,1,,
1206,All the Marbles...,1981,Comedy,113,United States,Robert Aldrich,"Peter Falk, Vicki Frederick, Laurene Landon, Burt Young, Tracy Reed",8.2,15,,
1207,California Split,1974,Comedy,104,United States,Robert Altman,"Elliott Gould, George Segal, Ann Prentiss, Gwen Welles, Joseph Walsh, Bert Remsen",8,62,,
1208,California Suite,1978,Comedy,103,United States,Herbert Ross,"Jane Fonda, Alan Alda, Maggie Smith, Michael Caine, Walter Matthau",6.4,37,,
1209,Guns of Diablo,1970,Western,86,United States,Boris Sagal,"Charles Bronson, Susan Oliver, Kurt Russell",5.9,7,,
1210,The Call of the Wilde,1935,Adventure,81,United States,William A. Wellman,"Clark Gable, Loretta Young, Jack Oakie, Reginald Owen",6,2,,
1211,Le gendarme se marie,1968,Comedy,89,France,Jean Girault,"Louis De Funès, Jean Lefebvre, Geneviève Grad",6,9,,
1212,Chameleon Street,1989,Drama,98,United States,Wendell B. Harris jr,"Wendell B. Harris jr, Alfred Bruce Bradley, Amina Fakir",8,2,,
1214,La cambiale,1959,Comedy,90,Italy,Camillo Mastrocinque,"Totò, Peppino De Filippo, Vittorio Gassman, Ugo Tognazzi",5.9,59,,
1215,Il cambio della guardia,1962,Comedy,92,Italy,Giorgio Bianchi,"Fernandel, Gino Cervi, Milla Sannoner, Franco Parenti",4.5,4,,
1216,Switching Channels,1987,Comedy,107,United States,Ted Kotcheff,"Burt Reynolds, Kathleen Turner, Christopher Reeve, Henry Gibson",4.9,16,,
1217,A Room With a View,1985,Romantic,120,Great Britain,James Ivory,"Maggie Smith, Helena Bonham Carter, Denholm Elliott, Julian Sands, Simon Callow, Daniel Day-Lewis",7.1,121,,
1218,Une chambre en ville,1982,Musical,92,France,Jacques Demy,"Dominique Sanda, Richard Berry, Danielle Darrieux, Michel Piccoli",6.3,3,,
1221,"Ober, Zalhen!",1957,Comedy,95,Austria,E. W. Emo,"Paul Hörbiger, Hans Moser",8,1,,
1222,I camionisti,1982,Comedy,99,Italy,Flavio Mogherini,"Daniela Poggi, Gigi Sammarchi, Andrea Roncato",5,6,,
1223,I cammelli,1988,Comedy,99,Italy,Giuseppe Bertolucci,"Diego Abatantuono, Paolo Rossi, Giulia Boschi, Laura Betti, Sabina Guzzanti",5.5,26,,
1224,Deliver Us From Evil,1973,Adventure,90,United States,Boris Sagal,"George Kennedy, Jean M.Vincent, Bradford Dillman",6,1,,
1226,Camorra,1972,Action,114,Italy,Pasquale Squitieri,"Fabio Testi, Jean Seberg, Raymond Pellegrin, Enzo Cannavale",5.9,14,,
1227,Il camorrista,1986,Drama,170,Italy,Giuseppe Tornatore,"Ben Gazzara, Laura Del Sol, Leo Gullotta, Marzio Honorato, Franco Interlenghi",7.7,89,,
1228,Campa carogna...la taglia cresce,1973,Western,92,Italy,Giuseppe Rosati,"Gianni Garko, Stephen Boyd, Daniele Vargas",4.5,7,,
1229,Silver Lode,1954,Western,80,United States,Allan Dwan,"John Payne, Lizabeth Scott, Dan Duryea, Dolores Moran",7,14,,
1230,Campane a martello,1948,Drama,86,Italy,Luigi Zampa,"Gina Lollobrigida, Eduardo De Filippo, Yvonne Sanson, Carlo Romano",5.6,24,,
1231,The Bells of St.Mary,1945,Drama,126,United States,Leo McCarey,"Bing Crosby, Ingrid Bergman, Henry Travers",6.3,22,,
1232,Camping,1957,Romantic,109,Italy,Franco Zeffirelli,"Marisa Allasio, Paolo Ferrari, Nino Manfredi, Lyla Rocco, Pina Cei",3.9,13,,
1233,The Champ,1979,Drama,123,United States,Franco Zeffirelli,"Jon Voight, Faye Dunaway, Ricky Schroder, Elisha Cook jr.",4.5,29,,
1234,Champions Forever,1989,Biography,87,United States,Dimitri Logothetis,"Cassius Clay, Joe Frazier, George Foreman, Larry Holmes, Ken Norton",8,1,,
1236,Campo de' Fiori,1943,Comedy,85,Italy,Mario Bonnard,"Aldo Fabrizi, Peppino De Filippo, Anna Magnani, Caterina Boratto",6.3,37,,
1237,Can-Can,1960,Musical,131,United States,Walter Lang,"Frank Sinatra, Shirley MacLaine, Maurice Chevalier, Louis Jourdan",7,14,,
1238,Voyou,1970,Thriller,123,France,Claude Lelouch,"Jean-Louis Trintignant, Danielle Delorme, Luciano Pigozzi",7.5,3,,
1239,Canal Grande,1943,Comedy,88,Italy,Andrea Di Robilant,"Maria Denis, Camillo Pilotto, Cesco Baseggio",6,2,,
1240,Canaris,1954,History,115,Germany,Alfred Weidenmann,"O.E. Hasse, Adrian Hoven, Martin Held, Barbara Rütting, Wolfgang Preiss, Charles Regnier, Herbert Wilk",6,2,,
1241,Cancellate Washington!,1990,War,90,Italy,Nello Rossati,"David Soul, Bo Svenson, Ernest Borgnine, Yvette Heyden, Rodrigo Obregón",4,1,,
1242,Heaven's Gate,1980,Western,156,United States,Michael Cimino,"Kris Kristofferson, Christopher Walken, Isabelle Huppert, Jeff Bridges, John Hurt, Sam Waterston, Brad Dourif, Joseph Cotten, Ronnie Hawkins, Paul Koslo, Geoffrey Lewis, Richard Masur",8.3,177,,
1243,O cancer,1972,Drama,84,Italy,Glauber Rocha,"Hugo Carvana, Odette Lara, Antonio Pitanga",7.2,5,,
1244,St. Ives,1975,Action,90,United States,J. Lee Thompson,"Charles Bronson, Jacqueline Bisset, Maximilian Shell",5.8,17,,
1246,Return of the Big Cat,1974,Adventure,70,United States,Tom Leetch,"Jeremy Slate, Pat Crowley, Jeff East, David Wayne",8,2,,
1247,Cane arrabbiato,1984,Adventure,91,Italy,Larry Ludman (Fabrizio De Angelis),"Ethan Wayne, Henry Silva, Ernest Borgnine",3,11,,
1248,La guerre des Tuques,1984,Comedy,89,Canada,André Melancon,"Cédric Jourdé, Julien Elie, M. Pierre Arseneau-D'Amour",6,1,,
1249,Straw Dogs,1971,Drama,119,United States,Sam Peckinpah,"Dustin Hoffman, Susan George, Peter Vaughan, Thomas Patrick McKenna, Del Henney, Jim Norton, Ken Hutchison, Sally Thomsett, Peter Arne, Colin Welland",8.1,243,,
